cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,0.523599,1.700000,1,0,0,0,0
1,0.523599,1.700000,2,0.000000,0.000000,0.000000,1
2,0.523599,1.700000,3,0.000000,0.000000,0.000000,2
3,0.523599,1.700000,4,0.000000,0.000000,0.000000,2
4,0.523599,1.700000,5,5.029410,25.294969,5.029410,3
5,0.523599,1.700000,6,5.029410,25.294969,5.029410,3
6,0.523599,1.700000,7,5.029410,25.294969,5.029410,3
7,0.523599,1.700000,8,15.088231,126.474843,10.058821,4
8,0.523599,1.700000,9,20.117641,151.769812,10.058821,4
9,0.523599,1.700000,10,25.147052,177.064781,10.058821,4
10,0.523599,1.700000,11,25.147052,177.064781,10.058821,4
11,0.523599,1.700000,12,25.147052,177.064781,10.058821,4
12,0.523599,1.700000,13,25.147052,177.064781,10.058821,4
13,0.523599,1.700000,14,44.014217,267.230026,10.058821,5
14,0.523599,1.700000,15,54.073037,469.589776,15.088231,5
15,0.523599,1.700000,16,63.531792,565.093776,15.088231,5
16,0.523599,1.700000,17,68.561203,634.942728,15.088231,5
17,0.523599,1.700000,18,73.590613,660.237697,15.088231,5
18,0.523599,1.700000,19,78.620023,685.532665,15.088231,5
19,0.523599,1.700000,20,78.620023,685.532665,15.088231,5
20,0.523599,1.700000,21,78.620023,685.532665,15.088231,5
21,0.523599,1.700000,22,78.620023,685.532665,15.088231,5
22,0.523599,1.700000,23,78.620023,685.532665,15.088231,5
23,0.523599,1.700000,24,78.620023,685.532665,15.088231,5
24,0.523599,1.700000,25,78.620023,685.532665,15.088231,5
25,0.523599,1.700000,26,126.157740,1246.552952,20.117641,6
26,0.523599,1.700000,27,150.628866,1796.446980,21.100364,6
27,0.523599,1.700000,28,156.554017,1882.144330,21.100364,6
28,0.523599,1.700000,29,161.583427,1907.439298,21.100364,6
29,0.523599,1.700000,30,162.534266,1908.343394,21.100364,6
30,0.523599,1.700000,31,167.563677,1933.638362,21.100364,6
31,0.523599,1.700000,32,172.593087,1958.933331,21.100364,6
32,0.523599,1.700000,33,172.593087,1958.933331,21.100364,6
33,0.523599,1.700000,34,177.622498,1984.228300,21.100364,6
34,0.523599,1.700000,35,177.622498,1984.228300,21.100364,6
35,0.523599,1.700000,36,177.622498,1984.228300,21.100364,6
