cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,1.570796,1.400000,1,0,0,0,0
1,1.570796,1.400000,2,0.000000,0.000000,0.000000,1
2,1.570796,1.400000,3,0.000000,0.000000,0.000000,2
3,1.570796,1.400000,4,0.000000,0.000000,0.000000,2
4,1.570796,1.400000,5,0.000000,0.000000,0.000000,3
5,1.570796,1.400000,6,0.000000,0.000000,0.000000,3
6,1.570796,1.400000,7,0.000000,0.000000,0.000000,3
7,1.570796,1.400000,8,0.000000,0.000000,0.000000,3
8,1.570796,1.400000,9,0.919378,0.845255,0.919378,4
9,1.570796,1.400000,10,8.069199,51.965200,7.149821,4
10,1.570796,1.400000,11,8.069199,51.965200,7.149821,4
11,1.570796,1.400000,12,12.894718,84.123777,7.149821,4
12,1.570796,1.400000,13,12.894718,84.123777,7.149821,4
13,1.570796,1.400000,14,12.894718,84.123777,7.149821,4
14,1.570796,1.400000,15,20.959644,149.166819,8.064927,5
15,1.570796,1.400000,16,30.516414,240.498662,9.556769,5
16,1.570796,1.400000,17,30.516414,240.498662,9.556769,5
17,1.570796,1.400000,18,30.516414,240.498662,9.556769,5
18,1.570796,1.400000,19,30.516414,240.498662,9.556769,5
19,1.570796,1.400000,20,30.516414,240.498662,9.556769,5
20,1.570796,1.400000,21,30.516414,240.498662,9.556769,5
21,1.570796,1.400000,22,30.516414,240.498662,9.556769,5
22,1.570796,1.400000,23,40.021553,330.846328,9.556769,5
23,1.570796,1.400000,24,40.021553,330.846328,9.556769,5
24,1.570796,1.400000,25,40.021553,330.846328,9.556769,5
25,1.570796,1.400000,26,40.021553,330.846328,9.556769,5
26,1.570796,1.400000,27,59.998566,513.363254,9.556769,6
27,1.570796,1.400000,28,59.998566,513.363254,9.556769,6
28,1.570796,1.400000,29,60.925992,531.949759,10.484195,6
29,1.570796,1.400000,30,60.925992,531.949759,10.484195,6
30,1.570796,1.400000,31,64.824152,546.758375,10.484195,6
31,1.570796,1.400000,32,76.350502,686.707274,12.225052,6
32,1.570796,1.400000,33,76.350502,686.707274,12.225052,6
33,1.570796,1.400000,34,76.350502,686.707274,12.225052,6
34,1.570796,1.400000,35,76.350502,686.707274,12.225052,6
35,1.570796,1.400000,36,76.350502,686.707274,12.225052,6
36,1.570796,1.400000,37,77.311826,703.137429,12.225052,6
37,1.570796,1.400000,38,77.311826,703.137429,12.225052,6
38,1.570796,1.400000,39,77.311826,703.137429,12.225052,6
39,1.570796,1.400000,40,77.311826,703.137429,12.225052,6
40,1.570796,1.400000,41,77.311826,703.137429,12.225052,6
41,1.570796,1.400000,42,77.311826,703.137429,12.225052,6
42,1.570796,1.400000,43,77.311826,703.137429,12.225052,6
43,1.570796,1.400000,44,77.311826,703.137429,12.225052,6
44,1.570796,1.400000,45,87.634202,809.688874,12.225052,6
45,1.570796,1.400000,46,87.634202,809.688874,12.225052,6
46,1.570796,1.400000,47,87.634202,809.688874,12.225052,6
47,1.570796,1.400000,48,144.920039,1308.664650,12.225052,7
48,1.570796,1.400000,49,159.329641,1608.527697,19.515520,7
49,1.570796,1.400000,50,163.108232,1624.816508,19.515520,7
50,1.570796,1.400000,51,163.108232,1624.816508,19.515520,7
51,1.570796,1.400000,52,163.108232,1624.816508,19.515520,7
52,1.570796,1.400000,53,167.767479,1696.642547,19.515520,7
53,1.570796,1.400000,54,176.938300,1992.158699,20.697172,7
54,1.570796,1.400000,55,176.938300,1992.158699,20.697172,7
55,1.570796,1.400000,56,176.938300,1992.158699,20.697172,7
56,1.570796,1.400000,57,176.938300,1992.158699,20.697172,7
57,1.570796,1.400000,58,176.938300,1992.158699,20.697172,7
58,1.570796,1.400000,59,186.136608,2078.898087,20.697172,7
59,1.570796,1.400000,60,186.136608,2078.898087,20.697172,7
60,1.570796,1.400000,61,200.305547,2513.610676,23.300058,7
61,1.570796,1.400000,62,200.305547,2513.610676,23.300058,7
62,1.570796,1.400000,63,200.305547,2513.610676,23.300058,7
63,1.570796,1.400000,64,200.305547,2513.610676,23.300058,7
64,1.570796,1.400000,65,200.305547,2513.610676,23.300058,7
65,1.570796,1.400000,66,200.305547,2513.610676,23.300058,7
66,1.570796,1.400000,67,200.305547,2513.610676,23.300058,7
67,1.570796,1.400000,68,207.323679,2562.864853,23.300058,7
68,1.570796,1.400000,69,207.323679,2562.864853,23.300058,7
69,1.570796,1.400000,70,207.323679,2562.864853,23.300058,7
70,1.570796,1.400000,71,207.323679,2562.864853,23.300058,7
71,1.570796,1.400000,72,207.323679,2562.864853,23.300058,7
72,1.570796,1.400000,73,224.811512,2873.105349,23.300058,7
73,1.570796,1.400000,74,224.811512,2873.105349,23.300058,7
74,1.570796,1.400000,75,224.811512,2873.105349,23.300058,7
75,1.570796,1.400000,76,307.493701,4294.429664,23.300058,8
76,1.570796,1.400000,77,331.544253,5096.974974,34.257790,8
77,1.570796,1.400000,78,351.281161,5556.523951,34.257790,8
78,1.570796,1.400000,79,358.013860,5673.802661,34.257790,8
79,1.570796,1.400000,80,359.920041,5759.089368,34.257790,8
80,1.570796,1.400000,81,359.920041,5759.089368,34.257790,8
81,1.570796,1.400000,82,370.350982,5867.893890,34.257790,8
82,1.570796,1.400000,83,393.093399,6512.155720,34.257790,8
83,1.570796,1.400000,84,393.093399,6512.155720,34.257790,8
84,1.570796,1.400000,85,394.054011,6513.078496,34.257790,8
