cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,1.047198,1.100000,1,0,0,0,0
1,1.047198,1.100000,2,0.000000,0.000000,0.000000,1
2,1.047198,1.100000,3,0.000000,0.000000,0.000000,2
3,1.047198,1.100000,4,0.000000,0.000000,0.000000,2
4,1.047198,1.100000,5,0.000000,0.000000,0.000000,3
5,1.047198,1.100000,6,0.000000,0.000000,0.000000,3
6,1.047198,1.100000,7,0.000000,0.000000,0.000000,3
7,1.047198,1.100000,8,2.938187,8.632946,2.938187,4
8,1.047198,1.100000,9,3.887868,9.534838,2.938187,4
9,1.047198,1.100000,10,4.854747,10.469694,2.938187,4
10,1.047198,1.100000,11,7.759155,18.905281,2.938187,4
11,1.047198,1.100000,12,7.759155,18.905281,2.938187,4
12,1.047198,1.100000,13,7.759155,18.905281,2.938187,4
13,1.047198,1.100000,14,7.759155,18.905281,2.938187,4
14,1.047198,1.100000,15,30.192939,224.416164,12.737099,5
15,1.047198,1.100000,16,33.097347,232.851751,12.737099,5
16,1.047198,1.100000,17,49.658075,507.109469,16.560728,5
17,1.047198,1.100000,18,52.562483,515.545056,16.560728,5
18,1.047198,1.100000,19,52.562483,515.545056,16.560728,5
19,1.047198,1.100000,20,52.562483,515.545056,16.560728,5
20,1.047198,1.100000,21,52.562483,515.545056,16.560728,5
21,1.047198,1.100000,22,52.562483,515.545056,16.560728,5
22,1.047198,1.100000,23,52.562483,515.545056,16.560728,5
23,1.047198,1.100000,24,52.562483,515.545056,16.560728,5
24,1.047198,1.100000,25,52.562483,515.545056,16.560728,5
25,1.047198,1.100000,26,92.747298,1018.928489,16.560728,6
26,1.047198,1.100000,27,95.651706,1044.235250,16.560728,6
27,1.047198,1.100000,28,98.556114,1052.670837,16.560728,6
28,1.047198,1.100000,29,101.460522,1061.106424,16.560728,6
29,1.047198,1.100000,30,104.364930,1069.542011,16.560728,6
30,1.047198,1.100000,31,107.269339,1077.977598,16.560728,6
31,1.047198,1.100000,32,110.173747,1086.413185,16.560728,6
32,1.047198,1.100000,33,125.252438,1646.291894,28.735011,6
33,1.047198,1.100000,34,129.132127,1661.343881,28.735011,6
34,1.047198,1.100000,35,129.132127,1661.343881,28.735011,6
35,1.047198,1.100000,36,129.132127,1661.343881,28.735011,6
36,1.047198,1.100000,37,129.132127,1661.343881,28.735011,6
37,1.047198,1.100000,38,129.132127,1661.343881,28.735011,6
38,1.047198,1.100000,39,129.132127,1661.343881,28.735011,6
39,1.047198,1.100000,40,129.132127,1661.343881,28.735011,6
40,1.047198,1.100000,41,129.132127,1661.343881,28.735011,6
41,1.047198,1.100000,42,129.132127,1661.343881,28.735011,6
42,1.047198,1.100000,43,129.132127,1661.343881,28.735011,6
43,1.047198,1.100000,44,129.132127,1661.343881,28.735011,6
44,1.047198,1.100000,45,170.377955,1972.316980,28.735011,7
45,1.047198,1.100000,46,185.986575,2266.559519,28.735011,7
46,1.047198,1.100000,47,202.338057,2567.672854,28.735011,7
47,1.047198,1.100000,48,218.354727,3744.684891,44.751680,7
48,1.047198,1.100000,49,224.163543,3812.169588,44.751680,7
49,1.047198,1.100000,50,230.920872,3869.192515,44.751680,7
50,1.047198,1.100000,51,250.565995,4271.994550,44.751680,7
51,1.047198,1.100000,52,253.470403,4297.301311,44.751680,7
52,1.047198,1.100000,53,270.880312,5520.836930,56.352773,7
