cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,1.570796,1.400000,1,0,0,0,0
1,1.570796,1.400000,2,0.000000,0.000000,0.000000,1
2,1.570796,1.400000,3,0.000000,0.000000,0.000000,2
3,1.570796,1.400000,4,0.000000,0.000000,0.000000,2
4,1.570796,1.400000,5,0.000000,0.000000,0.000000,3
5,1.570796,1.400000,6,0.000000,0.000000,0.000000,3
6,1.570796,1.400000,7,0.000000,0.000000,0.000000,3
7,1.570796,1.400000,8,0.000000,0.000000,0.000000,3
8,1.570796,1.400000,9,0.000000,0.000000,0.000000,4
9,1.570796,1.400000,10,0.000000,0.000000,0.000000,4
10,1.570796,1.400000,11,0.000000,0.000000,0.000000,4
11,1.570796,1.400000,12,0.000000,0.000000,0.000000,4
12,1.570796,1.400000,13,0.000000,0.000000,0.000000,4
13,1.570796,1.400000,14,0.000000,0.000000,0.000000,4
14,1.570796,1.400000,15,0.000000,0.000000,0.000000,4
15,1.570796,1.400000,16,7.132886,50.878062,7.132886,5
16,1.570796,1.400000,17,15.687129,124.053141,11.524244,5
17,1.570796,1.400000,18,15.687129,124.053141,11.524244,5
18,1.570796,1.400000,19,16.651904,124.983932,11.524244,5
19,1.570796,1.400000,20,16.651904,124.983932,11.524244,5
20,1.570796,1.400000,21,27.867786,250.779944,11.524244,5
21,1.570796,1.400000,22,33.144841,278.627248,18.595494,5
22,1.570796,1.400000,23,33.144841,278.627248,18.595494,5
23,1.570796,1.400000,24,33.144841,278.627248,18.595494,5
24,1.570796,1.400000,25,33.144841,278.627248,18.595494,5
25,1.570796,1.400000,26,33.144841,278.627248,18.595494,5
26,1.570796,1.400000,27,33.144841,278.627248,18.595494,5
27,1.570796,1.400000,28,33.144841,278.627248,18.595494,5
28,1.570796,1.400000,29,33.144841,278.627248,18.595494,5
29,1.570796,1.400000,30,109.694291,1367.191457,18.595494,6
30,1.570796,1.400000,31,133.068900,1980.502915,26.052400,6
31,1.570796,1.400000,32,145.307675,2187.389306,26.052400,6
32,1.570796,1.400000,33,145.307675,2187.389306,30.751852,6
33,1.570796,1.400000,34,154.665182,2274.952242,30.751852,6
34,1.570796,1.400000,35,165.761603,2496.512716,30.751852,6
35,1.570796,1.400000,36,168.650630,2504.859193,30.751852,6
36,1.570796,1.400000,37,168.650630,2504.859193,30.751852,6
37,1.570796,1.400000,38,168.650630,2504.859193,30.751852,6
38,1.570796,1.400000,39,168.650630,2504.859193,30.751852,6
39,1.570796,1.400000,40,168.650630,2504.859193,30.751852,6
40,1.570796,1.400000,41,168.650630,2504.859193,30.751852,6
41,1.570796,1.400000,42,169.644484,2527.573859,30.751852,6
42,1.570796,1.400000,43,169.644484,2527.573859,30.751852,6
43,1.570796,1.400000,44,169.644484,2527.573859,30.751852,6
44,1.570796,1.400000,45,169.644484,2527.573859,30.751852,6
45,1.570796,1.400000,46,173.503489,2564.763317,30.751852,6
46,1.570796,1.400000,47,173.503489,2564.763317,30.751852,6
47,1.570796,1.400000,48,173.503489,2564.763317,30.751852,6
48,1.570796,1.400000,49,181.291413,2625.415079,30.751852,6
49,1.570796,1.400000,50,181.291413,2625.415079,30.751852,6
50,1.570796,1.400000,51,181.291413,2625.415079,30.751852,6
51,1.570796,1.400000,52,290.528746,4427.409907,30.751852,7
52,1.570796,1.400000,53,317.925485,4886.870363,30.751852,7
53,1.570796,1.400000,54,318.909860,4897.221157,30.751852,7
54,1.570796,1.400000,55,318.909860,4897.221157,30.751852,7
55,1.570796,1.400000,56,318.909860,4897.221157,30.751852,7
56,1.570796,1.400000,57,318.909860,4897.221157,30.751852,7
57,1.570796,1.400000,58,322.806938,4980.009799,30.751852,7
58,1.570796,1.400000,59,352.932547,5698.743382,30.751852,7
59,1.570796,1.400000,60,354.882268,5723.450310,30.751852,7
60,1.570796,1.400000,61,359.264786,5806.736876,30.751852,7
61,1.570796,1.400000,62,360.201187,5807.613723,30.751852,7
62,1.570796,1.400000,63,360.201187,5807.613723,30.751852,7
63,1.570796,1.400000,64,360.201187,5807.613723,30.751852,7
64,1.570796,1.400000,65,360.201187,5807.613723,30.751852,7
65,1.570796,1.400000,66,360.201187,5807.613723,30.751852,7
66,1.570796,1.400000,67,360.201187,5807.613723,30.751852,7
67,1.570796,1.400000,68,360.201187,5807.613723,30.751852,7
68,1.570796,1.400000,69,375.457637,6272.805355,30.751852,7
69,1.570796,1.400000,70,379.210610,6301.597463,35.171597,7
70,1.570796,1.400000,71,379.210610,6301.597463,35.171597,7
71,1.570796,1.400000,72,379.210610,6301.597463,35.171597,7
72,1.570796,1.400000,73,379.210610,6301.597463,35.171597,7
73,1.570796,1.400000,74,379.210610,6301.597463,35.171597,7
74,1.570796,1.400000,75,379.210610,6301.597463,35.171597,7
75,1.570796,1.400000,76,379.210610,6301.597463,35.171597,7
76,1.570796,1.400000,77,379.210610,6301.597463,35.171597,7
77,1.570796,1.400000,78,379.210610,6301.597463,35.171597,7
78,1.570796,1.400000,79,379.210610,6301.597463,35.171597,7
79,1.570796,1.400000,80,379.210610,6301.597463,35.171597,7
80,1.570796,1.400000,81,379.210610,6301.597463,35.171597,7
81,1.570796,1.400000,82,379.210610,6301.597463,35.171597,7
82,1.570796,1.400000,83,379.210610,6301.597463,35.171597,7
83,1.570796,1.400000,84,517.028269,9507.909405,35.171597,8
