cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,0.785398,1.300000,1,0,0,0,0
1,0.785398,1.300000,2,0.000000,0.000000,0.000000,1
2,0.785398,1.300000,3,0.000000,0.000000,0.000000,2
3,0.785398,1.300000,4,0.000000,0.000000,0.000000,3
4,0.785398,1.300000,5,4.443938,19.748581,4.443938,3
5,0.785398,1.300000,6,4.443938,19.748581,4.443938,3
6,0.785398,1.300000,7,11.687548,47.335330,4.443938,4
7,0.785398,1.300000,8,16.131486,106.581073,8.887875,4
8,0.785398,1.300000,9,16.131486,106.581073,8.887875,4
9,0.785398,1.300000,10,16.131486,106.581073,8.887875,4
10,0.785398,1.300000,11,16.131486,106.581073,8.887875,4
11,0.785398,1.300000,12,16.131486,106.581073,8.887875,4
12,0.785398,1.300000,13,32.262971,252.659309,13.331813,5
13,0.785398,1.300000,14,36.706909,272.407890,13.331813,5
14,0.785398,1.300000,15,41.150846,292.156471,13.331813,5
15,0.785398,1.300000,16,41.150846,292.156471,13.331813,5
16,0.785398,1.300000,17,41.150846,292.156471,13.331813,5
17,0.785398,1.300000,18,41.150846,292.156471,13.331813,5
18,0.785398,1.300000,19,41.150846,292.156471,13.331813,5
19,0.785398,1.300000,20,41.150846,292.156471,13.331813,5
20,0.785398,1.300000,21,41.150846,292.156471,13.331813,5
21,0.785398,1.300000,22,65.304841,572.988840,17.775750,6
22,0.785398,1.300000,23,71.818231,627.882105,17.775750,6
23,0.785398,1.300000,24,77.220795,696.566968,17.775750,6
24,0.785398,1.300000,25,82.621734,798.452999,19.030035,6
25,0.785398,1.300000,26,96.163042,1021.317181,19.030035,6
26,0.785398,1.300000,27,100.606979,1041.065762,19.030035,6
27,0.785398,1.300000,28,100.606979,1041.065762,19.030035,6
28,0.785398,1.300000,29,101.569962,1041.993097,19.030035,6
29,0.785398,1.300000,30,101.569962,1041.993097,19.030035,6
30,0.785398,1.300000,31,106.013899,1061.741679,19.030035,6
31,0.785398,1.300000,32,106.013899,1061.741679,19.030035,6
32,0.785398,1.300000,33,109.751154,1075.708752,19.030035,6
33,0.785398,1.300000,34,109.751154,1075.708752,19.030035,6
34,0.785398,1.300000,35,109.751154,1075.708752,19.030035,6
35,0.785398,1.300000,36,109.751154,1075.708752,19.030035,6
36,0.785398,1.300000,37,109.751154,1075.708752,19.030035,6
37,0.785398,1.300000,38,109.751154,1075.708752,19.030035,6
38,0.785398,1.300000,39,109.751154,1075.708752,19.030035,6
39,0.785398,1.300000,40,109.751154,1075.708752,19.030035,6
40,0.785398,1.300000,41,210.596646,2574.376767,22.219688,7
41,0.785398,1.300000,42,239.271027,3551.045355,25.131942,7
42,0.785398,1.300000,43,243.714964,3570.793937,25.131942,7
43,0.785398,1.300000,44,257.634741,3707.419173,25.131942,7
44,0.785398,1.300000,45,261.307681,3727.983614,25.131942,7
