cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,1.047198,1.700000,1,0,0,0,0
1,1.047198,1.700000,2,0.000000,0.000000,0.000000,1
2,1.047198,1.700000,3,0.000000,0.000000,0.000000,2
3,1.047198,1.700000,4,0.000000,0.000000,0.000000,3
4,1.047198,1.700000,5,0.000000,0.000000,0.000000,3
5,1.047198,1.700000,6,0.000000,0.000000,0.000000,3
6,1.047198,1.700000,7,7.764981,60.294932,7.764981,4
7,1.047198,1.700000,8,7.764981,60.294932,7.764981,4
8,1.047198,1.700000,9,7.764981,60.294932,7.764981,4
9,1.047198,1.700000,10,7.764981,60.294932,7.764981,4
10,1.047198,1.700000,11,7.764981,60.294932,7.764981,4
11,1.047198,1.700000,12,7.764981,60.294932,7.764981,4
12,1.047198,1.700000,13,19.206452,129.288098,7.764981,5
13,1.047198,1.700000,14,19.206452,129.288098,7.764981,5
14,1.047198,1.700000,15,19.206452,129.288098,7.764981,5
15,1.047198,1.700000,16,19.206452,129.288098,7.764981,5
16,1.047198,1.700000,17,19.206452,129.288098,7.764981,5
17,1.047198,1.700000,18,19.206452,129.288098,7.764981,5
18,1.047198,1.700000,19,19.206452,129.288098,7.764981,5
19,1.047198,1.700000,20,19.206452,129.288098,7.764981,5
20,1.047198,1.700000,21,19.206452,129.288098,7.764981,5
21,1.047198,1.700000,22,19.206452,129.288098,7.764981,5
22,1.047198,1.700000,23,23.868429,151.022130,7.764981,6
23,1.047198,1.700000,24,30.646814,196.968631,7.764981,6
24,1.047198,1.700000,25,30.646814,196.968631,7.764981,6
25,1.047198,1.700000,26,30.646814,196.968631,7.764981,6
26,1.047198,1.700000,27,30.646814,196.968631,7.764981,6
27,1.047198,1.700000,28,30.646814,196.968631,7.764981,6
28,1.047198,1.700000,29,32.594276,200.761239,9.650357,6
29,1.047198,1.700000,30,38.745658,238.600747,9.650357,6
30,1.047198,1.700000,31,45.415367,283.085765,9.650357,6
31,1.047198,1.700000,32,46.364855,283.987291,9.650357,6
32,1.047198,1.700000,33,46.364855,283.987291,9.650357,6
33,1.047198,1.700000,34,46.364855,283.987291,9.650357,6
34,1.047198,1.700000,35,46.364855,283.987291,9.650357,6
35,1.047198,1.700000,36,46.364855,283.987291,9.650357,6
36,1.047198,1.700000,37,46.364855,283.987291,9.650357,6
37,1.047198,1.700000,38,46.364855,283.987291,9.650357,6
38,1.047198,1.700000,39,46.364855,283.987291,9.650357,6
39,1.047198,1.700000,40,46.364855,283.987291,9.650357,6
40,1.047198,1.700000,41,46.364855,283.987291,9.650357,6
41,1.047198,1.700000,42,46.364855,283.987291,9.650357,6
42,1.047198,1.700000,43,46.364855,283.987291,9.650357,6
43,1.047198,1.700000,44,46.364855,283.987291,9.650357,6
44,1.047198,1.700000,45,104.702369,622.723548,9.650357,7
45,1.047198,1.700000,46,105.633206,623.590005,9.650357,7
46,1.047198,1.700000,47,105.633206,623.590005,9.650357,7
47,1.047198,1.700000,48,105.633206,623.590005,9.650357,7
48,1.047198,1.700000,49,105.633206,623.590005,9.650357,7
49,1.047198,1.700000,50,105.633206,623.590005,9.650357,7
50,1.047198,1.700000,51,110.107454,703.292775,11.143957,7
51,1.047198,1.700000,52,118.326661,730.663283,11.143957,7
52,1.047198,1.700000,53,127.523106,817.352641,11.143957,7
53,1.047198,1.700000,54,127.523106,817.352641,11.143957,7
54,1.047198,1.700000,55,137.224958,913.345505,11.143957,7
55,1.047198,1.700000,56,137.224958,913.345505,11.143957,7
56,1.047198,1.700000,57,149.636175,1149.609782,14.031109,7
57,1.047198,1.700000,58,149.636175,1149.609782,14.031109,7
58,1.047198,1.700000,59,149.636175,1149.609782,14.031109,7
59,1.047198,1.700000,60,154.286599,1212.521287,14.031109,7
60,1.047198,1.700000,61,155.266061,1222.921544,14.031109,7
61,1.047198,1.700000,62,155.266061,1222.921544,14.031109,7
62,1.047198,1.700000,63,155.266061,1222.921544,14.031109,7
63,1.047198,1.700000,64,155.266061,1222.921544,14.031109,7
64,1.047198,1.700000,65,155.266061,1222.921544,14.031109,7
65,1.047198,1.700000,66,159.001809,1296.521893,14.031109,7
66,1.047198,1.700000,67,159.001809,1296.521893,14.031109,7
67,1.047198,1.700000,68,163.950920,1338.435410,14.031109,7
68,1.047198,1.700000,69,163.950920,1338.435410,14.031109,7
69,1.047198,1.700000,70,163.950920,1338.435410,14.031109,7
70,1.047198,1.700000,71,163.950920,1338.435410,14.031109,7
71,1.047198,1.700000,72,163.950920,1338.435410,14.031109,7
72,1.047198,1.700000,73,166.577587,1419.044907,16.657777,7
73,1.047198,1.700000,74,166.577587,1419.044907,16.657777,7
74,1.047198,1.700000,75,166.577587,1419.044907,16.657777,7
75,1.047198,1.700000,76,166.577587,1419.044907,16.657777,7
76,1.047198,1.700000,77,166.577587,1419.044907,16.657777,7
77,1.047198,1.700000,78,166.577587,1419.044907,16.657777,7
78,1.047198,1.700000,79,166.577587,1419.044907,16.657777,7
79,1.047198,1.700000,80,167.549659,1437.660672,16.657777,7
80,1.047198,1.700000,81,248.756471,2130.458263,16.657777,8
81,1.047198,1.700000,82,259.320821,2272.163958,16.657777,8
82,1.047198,1.700000,83,266.963141,2405.414991,16.657777,8
83,1.047198,1.700000,84,266.963141,2405.414991,16.657777,8
84,1.047198,1.700000,85,271.504535,2478.810776,16.657777,8
85,1.047198,1.700000,86,271.504535,2478.810776,16.657777,8
86,1.047198,1.700000,87,271.504535,2478.810776,16.657777,8
87,1.047198,1.700000,88,271.504535,2478.810776,16.657777,8
88,1.047198,1.700000,89,280.817384,2714.830754,16.657777,8
89,1.047198,1.700000,90,280.817384,2714.830754,16.657777,8
90,1.047198,1.700000,91,288.624555,2888.751875,17.224243,8
91,1.047198,1.700000,92,288.624555,2888.751875,17.224243,8
92,1.047198,1.700000,93,288.624555,2888.751875,17.224243,8
93,1.047198,1.700000,94,292.969305,2907.628723,17.224243,8
94,1.047198,1.700000,95,300.561109,2959.479273,17.224243,8
95,1.047198,1.700000,96,304.756492,3022.146697,17.224243,8
96,1.047198,1.700000,97,308.426040,3067.348163,17.224243,8
97,1.047198,1.700000,98,312.970650,3081.668000,17.224243,8
98,1.047198,1.700000,99,322.758686,3290.419715,19.393198,8
99,1.047198,1.700000,100,322.758686,3290.419715,19.393198,8
100,1.047198,1.700000,101,322.758686,3290.419715,19.393198,8
101,1.047198,1.700000,102,322.758686,3290.419715,19.393198,8
102,1.047198,1.700000,103,328.645737,3378.809029,19.393198,8
103,1.047198,1.700000,104,328.645737,3378.809029,19.393198,8
104,1.047198,1.700000,105,328.645737,3378.809029,19.393198,8
105,1.047198,1.700000,106,328.645737,3378.809029,19.393198,8
106,1.047198,1.700000,107,328.645737,3378.809029,19.393198,8
107,1.047198,1.700000,108,328.645737,3378.809029,19.393198,8
108,1.047198,1.700000,109,329.629660,3379.777133,19.393198,8
109,1.047198,1.700000,110,329.629660,3379.777133,19.393198,8
110,1.047198,1.700000,111,329.629660,3379.777133,19.393198,8
111,1.047198,1.700000,112,329.629660,3379.777133,19.393198,8
112,1.047198,1.700000,113,330.608819,3393.808574,19.393198,8
113,1.047198,1.700000,114,330.608819,3393.808574,19.393198,8
114,1.047198,1.700000,115,330.608819,3393.808574,19.393198,8
115,1.047198,1.700000,116,330.608819,3393.808574,19.393198,8
116,1.047198,1.700000,117,330.608819,3393.808574,19.393198,8
117,1.047198,1.700000,118,341.159948,3712.593202,24.362149,8
118,1.047198,1.700000,119,347.099972,3747.877088,24.362149,8
