cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,1.570796,1.400000,1,0,0,0,0
1,1.570796,1.400000,2,0.000000,0.000000,0.000000,1
2,1.570796,1.400000,3,0.000000,0.000000,0.000000,2
3,1.570796,1.400000,4,0.000000,0.000000,0.000000,2
4,1.570796,1.400000,5,0.000000,0.000000,0.000000,3
5,1.570796,1.400000,6,0.000000,0.000000,0.000000,3
6,1.570796,1.400000,7,0.000000,0.000000,0.000000,3
7,1.570796,1.400000,8,0.000000,0.000000,0.000000,3
8,1.570796,1.400000,9,10.972914,120.404842,10.972914,4
9,1.570796,1.400000,10,19.123021,156.904027,10.972914,4
10,1.570796,1.400000,11,19.123021,156.904027,10.972914,4
11,1.570796,1.400000,12,19.123021,156.904027,10.972914,4
12,1.570796,1.400000,13,19.123021,156.904027,10.972914,4
13,1.570796,1.400000,14,19.123021,156.904027,10.972914,4
14,1.570796,1.400000,15,19.123021,156.904027,10.972914,4
15,1.570796,1.400000,16,19.123021,156.904027,10.972914,4
16,1.570796,1.400000,17,60.136350,647.035869,18.312746,5
17,1.570796,1.400000,18,69.615087,838.438580,18.312746,5
18,1.570796,1.400000,19,80.728665,961.950192,18.312746,5
19,1.570796,1.400000,20,87.561936,1132.558202,18.312746,5
20,1.570796,1.400000,21,98.470225,1251.548977,18.312746,5
21,1.570796,1.400000,22,98.470225,1251.548977,18.312746,5
22,1.570796,1.400000,23,102.091862,1310.340830,18.312746,5
23,1.570796,1.400000,24,102.091862,1310.340830,18.312746,5
24,1.570796,1.400000,25,102.091862,1310.340830,18.312746,5
25,1.570796,1.400000,26,102.091862,1310.340830,18.312746,5
26,1.570796,1.400000,27,102.091862,1310.340830,18.312746,5
27,1.570796,1.400000,28,103.985777,1374.155234,18.312746,5
28,1.570796,1.400000,29,103.985777,1374.155234,18.312746,5
29,1.570796,1.400000,30,182.250286,2446.305937,18.784197,6
30,1.570796,1.400000,31,192.952243,2560.837826,18.784197,6
31,1.570796,1.400000,32,209.913711,2881.744367,18.784197,6
32,1.570796,1.400000,33,209.913711,2881.744367,18.784197,6
33,1.570796,1.400000,34,225.135140,3400.737248,24.465145,6
34,1.570796,1.400000,35,251.469925,4171.392575,25.667294,6
35,1.570796,1.400000,36,251.469925,4171.392575,25.667294,6
36,1.570796,1.400000,37,265.682225,4427.414033,25.667294,6
37,1.570796,1.400000,38,276.362008,4769.665629,25.667294,6
38,1.570796,1.400000,39,276.362008,4769.665629,25.667294,6
39,1.570796,1.400000,40,283.155321,5071.999669,25.667294,6
40,1.570796,1.400000,41,283.155321,5071.999669,25.667294,6
41,1.570796,1.400000,42,283.155321,5071.999669,25.667294,6
42,1.570796,1.400000,43,294.323389,5623.193451,30.261256,6
43,1.570796,1.400000,44,294.323389,5623.193451,30.261256,6
44,1.570796,1.400000,45,294.323389,5623.193451,30.261256,6
45,1.570796,1.400000,46,294.323389,5623.193451,30.261256,6
46,1.570796,1.400000,47,294.323389,5623.193451,30.261256,6
47,1.570796,1.400000,48,294.323389,5623.193451,30.261256,6
48,1.570796,1.400000,49,294.323389,5623.193451,30.261256,6
49,1.570796,1.400000,50,439.444600,8301.068714,30.261256,7
50,1.570796,1.400000,51,456.450236,8445.703973,30.261256,7
51,1.570796,1.400000,52,465.544771,8997.847810,35.527692,7
52,1.570796,1.400000,53,500.440360,10299.095365,35.527692,7
53,1.570796,1.400000,54,504.079041,10312.335361,35.527692,7
54,1.570796,1.400000,55,505.074749,10334.638836,35.527692,7
55,1.570796,1.400000,56,523.743031,11278.789019,42.295098,7
56,1.570796,1.400000,57,544.069268,11724.765043,42.295098,7
57,1.570796,1.400000,58,544.069268,11724.765043,42.295098,7
58,1.570796,1.400000,59,549.162335,11750.704377,42.295098,7
59,1.570796,1.400000,60,554.399459,11778.131839,42.295098,7
60,1.570796,1.400000,61,564.226690,11973.917991,42.295098,7
61,1.570796,1.400000,62,571.069667,12113.287120,42.295098,7
62,1.570796,1.400000,63,574.626576,12169.414979,42.295098,7
63,1.570796,1.400000,64,574.626576,12169.414979,42.295098,7
64,1.570796,1.400000,65,588.169569,13093.156724,42.295098,7
65,1.570796,1.400000,66,595.972628,13198.269829,42.295098,7
66,1.570796,1.400000,67,603.997246,13433.991360,42.295098,7
67,1.570796,1.400000,68,603.997246,13433.991360,42.295098,7
68,1.570796,1.400000,69,603.997246,13433.991360,42.295098,7
69,1.570796,1.400000,70,614.386555,13601.177367,42.295098,7
70,1.570796,1.400000,71,614.386555,13601.177367,42.295098,7
71,1.570796,1.400000,72,614.386555,13601.177367,42.295098,7
72,1.570796,1.400000,73,614.386555,13601.177367,42.295098,7
73,1.570796,1.400000,74,614.386555,13601.177367,42.295098,7
74,1.570796,1.400000,75,624.758494,13867.442437,42.295098,7
75,1.570796,1.400000,76,624.758494,13867.442437,42.295098,7
76,1.570796,1.400000,77,624.758494,13867.442437,42.295098,7
77,1.570796,1.400000,78,624.758494,13867.442437,42.295098,7
78,1.570796,1.400000,79,624.758494,13867.442437,42.295098,7
79,1.570796,1.400000,80,629.474803,14094.152422,42.295098,7
80,1.570796,1.400000,81,802.053130,17336.947373,42.295098,8
81,1.570796,1.400000,82,802.053130,17336.947373,42.295098,8
82,1.570796,1.400000,83,840.689585,19244.488026,47.987208,8
83,1.570796,1.400000,84,852.357143,19862.144278,47.987208,8
