cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,0.628319,1.300000,1,0,0,0,0
1,0.628319,1.300000,2,0.000000,0.000000,0.000000,1
2,0.628319,1.300000,3,3.664056,13.425306,3.664056,2
3,0.628319,1.300000,4,3.664056,13.425306,3.664056,2
4,0.628319,1.300000,5,12.756339,96.094924,9.092283,3
5,0.628319,1.300000,6,22.645669,193.893763,9.889330,3
6,0.628319,1.300000,7,22.645669,193.893763,9.889330,3
7,0.628319,1.300000,8,22.645669,193.893763,10.872719,3
8,0.628319,1.300000,9,49.819334,635.938999,19.778659,4
9,0.628319,1.300000,10,59.708663,733.737838,19.778659,4
10,0.628319,1.300000,11,59.708663,733.737838,19.778659,4
11,0.628319,1.300000,12,59.708663,733.737838,19.778659,4
12,0.628319,1.300000,13,66.117747,787.419438,19.778659,4
13,0.628319,1.300000,14,66.117747,787.419438,19.778659,4
14,0.628319,1.300000,15,120.679689,2036.673659,29.667989,5
15,0.628319,1.300000,16,121.590947,2037.504051,29.667989,5
16,0.628319,1.300000,17,134.399856,2201.572194,29.667989,5
17,0.628319,1.300000,18,146.258342,2459.125574,29.667989,5
18,0.628319,1.300000,19,157.147375,2577.696603,29.667989,5
19,0.628319,1.300000,20,157.147375,2577.696603,29.667989,5
20,0.628319,1.300000,21,164.400999,2643.531519,29.667989,5
21,0.628319,1.300000,22,164.400999,2643.531519,29.667989,5
22,0.628319,1.300000,23,164.400999,2643.531519,29.667989,5
23,0.628319,1.300000,24,164.400999,2643.531519,29.667989,5
24,0.628319,1.300000,25,164.400999,2643.531519,29.667989,5
25,0.628319,1.300000,26,164.400999,2643.531519,29.667989,5
26,0.628319,1.300000,27,262.038220,4958.339014,39.557318,6
27,0.628319,1.300000,28,287.205827,5659.061851,39.557318,6
28,0.628319,1.300000,29,307.470118,6325.882039,39.557318,6
29,0.628319,1.300000,30,336.739605,7491.610938,39.557318,6
30,0.628319,1.300000,31,345.589953,7569.939588,39.557318,6
31,0.628319,1.300000,32,355.479282,7811.205388,39.557318,6
32,0.628319,1.300000,33,373.906078,8323.635816,39.557318,6
33,0.628319,1.300000,34,383.795408,8421.434655,39.557318,6
34,0.628319,1.300000,35,393.684737,8519.233495,39.557318,6
35,0.628319,1.300000,36,393.684737,8519.233495,39.557318,6
36,0.628319,1.300000,37,393.684737,8519.233495,39.557318,6
37,0.628319,1.300000,38,403.536385,8634.243240,39.557318,6
38,0.628319,1.300000,39,403.536385,8634.243240,39.557318,6
39,0.628319,1.300000,40,403.536385,8634.243240,39.557318,6
40,0.628319,1.300000,41,403.536385,8634.243240,39.557318,6
41,0.628319,1.300000,42,403.536385,8634.243240,39.557318,6
42,0.628319,1.300000,43,405.370237,8702.247926,39.557318,6
43,0.628319,1.300000,44,405.370237,8702.247926,39.557318,6
44,0.628319,1.300000,45,405.370237,8702.247926,39.557318,6
45,0.628319,1.300000,46,405.370237,8702.247926,39.557318,6
46,0.628319,1.300000,47,605.290676,13982.130680,49.446648,7
47,0.628319,1.300000,48,615.180006,14471.124877,49.446648,7
48,0.628319,1.300000,49,654.130349,16374.153471,49.446648,7
49,0.628319,1.300000,50,673.909008,17042.035490,49.446648,7
50,0.628319,1.300000,51,702.693218,18196.809710,49.446648,7
51,0.628319,1.300000,52,706.235478,18209.357318,49.446648,7
52,0.628319,1.300000,53,733.157783,18866.835511,49.446648,7
53,0.628319,1.300000,54,743.047112,19092.059061,49.446648,7
54,0.628319,1.300000,55,785.269291,20560.131404,49.446648,7
55,0.628319,1.300000,56,801.333000,21027.997420,49.446648,7
56,0.628319,1.300000,57,811.222329,21125.796259,49.446648,7
57,0.628319,1.300000,58,821.111659,21223.595099,49.446648,7
58,0.628319,1.300000,59,828.489860,21518.452952,49.446648,7
59,0.628319,1.300000,60,838.379190,21616.251791,49.446648,7
60,0.628319,1.300000,61,848.268519,21714.050631,49.446648,7
61,0.628319,1.300000,62,858.157849,21811.849470,49.446648,7
62,0.628319,1.300000,63,868.047178,21909.648309,49.446648,7
63,0.628319,1.300000,64,868.047178,21909.648309,49.446648,7
64,0.628319,1.300000,65,878.003532,22375.516826,49.446648,7
65,0.628319,1.300000,66,878.003532,22375.516826,49.446648,7
