cell_#,angle_of_attachment,aspect_ratio,number_of_cells,cumulative_overlap,cumulative_squared_overlap,max_overlap_of_single_cell,generation_#
0,0.628319,1.000000,1,0,0,0,0
1,0.628319,1.000000,2,0.000000,0.000000,0.000000,1
2,0.628319,1.000000,3,0.000000,0.000000,0.000000,2
3,0.628319,1.000000,4,0.000000,0.000000,0.000000,2
4,0.628319,1.000000,5,14.678307,215.452703,14.678307,3
5,0.628319,1.000000,6,14.678307,215.452703,14.678307,3
6,0.628319,1.000000,7,14.678307,215.452703,14.678307,3
7,0.628319,1.000000,8,44.034922,1077.263516,29.356614,4
8,0.628319,1.000000,9,58.713229,1292.716219,29.356614,4
9,0.628319,1.000000,10,79.062972,1706.828254,29.356614,4
10,0.628319,1.000000,11,79.062972,1706.828254,29.356614,4
11,0.628319,1.000000,12,79.062972,1706.828254,29.356614,4
12,0.628319,1.000000,13,173.626169,4970.758442,44.034922,5
13,0.628319,1.000000,14,231.782390,8228.387612,58.156221,5
14,0.628319,1.000000,15,270.437459,11130.355069,68.011683,5
15,0.628319,1.000000,16,285.115766,11345.807772,68.011683,5
16,0.628319,1.000000,17,285.115766,11345.807772,68.011683,5
17,0.628319,1.000000,18,285.115766,11345.807772,68.011683,5
18,0.628319,1.000000,19,285.115766,11345.807772,68.011683,5
19,0.628319,1.000000,20,285.115766,11345.807772,68.011683,5
20,0.628319,1.000000,21,285.115766,11345.807772,68.011683,5
21,0.628319,1.000000,22,497.371497,24390.886878,82.727856,6
22,0.628319,1.000000,23,554.560879,30493.728744,106.861574,6
23,0.628319,1.000000,24,614.124806,36227.978674,107.333686,6
24,0.628319,1.000000,25,628.803113,36923.329692,107.333686,6
25,0.628319,1.000000,26,643.481421,37138.782395,107.333686,6
26,0.628319,1.000000,27,658.159728,37949.581077,107.333686,6
27,0.628319,1.000000,28,672.838035,38165.033780,107.333686,6
28,0.628319,1.000000,29,687.516342,38380.486483,107.333686,6
29,0.628319,1.000000,30,687.516342,38380.486483,107.333686,6
30,0.628319,1.000000,31,709.606607,40412.933489,107.333686,6
31,0.628319,1.000000,32,709.606607,40412.933489,107.333686,6
32,0.628319,1.000000,33,709.606607,40412.933489,107.333686,6
33,0.628319,1.000000,34,709.606607,40412.933489,107.333686,6
34,0.628319,1.000000,35,709.606607,40412.933489,107.333686,6
35,0.628319,1.000000,36,709.606607,40412.933489,107.333686,6
36,0.628319,1.000000,37,709.606607,40412.933489,107.333686,6
37,0.628319,1.000000,38,709.606607,40412.933489,107.333686,6
38,0.628319,1.000000,39,1233.576690,77359.071329,121.539881,7
39,0.628319,1.000000,40,1310.945768,85031.035232,121.539881,7
40,0.628319,1.000000,41,1409.945105,92197.855322,121.539881,7
41,0.628319,1.000000,42,1669.692468,125724.202555,132.115062,7
42,0.628319,1.000000,43,1706.877883,126877.130559,132.115062,7
43,0.628319,1.000000,44,1799.070903,137297.775371,132.115062,7
44,0.628319,1.000000,45,1836.992750,139418.193394,132.115062,7
45,0.628319,1.000000,46,1875.440320,142254.926636,132.115062,7
46,0.628319,1.000000,47,1890.118627,142470.379339,132.115062,7
47,0.628319,1.000000,48,1928.893520,143973.871620,132.115062,7
48,0.628319,1.000000,49,1943.571827,144890.191982,132.115062,7
49,0.628319,1.000000,50,1958.250134,145105.644686,132.115062,7
50,0.628319,1.000000,51,1972.928441,145321.097389,132.115062,7
51,0.628319,1.000000,52,1992.184271,146257.170360,132.115062,7
